Species,Dataset,File Name,Tetracycline,Ampicillin,Amoxicillin-Clavulanic acid,Cefoxitin,Ceftiofur,Gentamicin,Ceftriaxone,clusters,split
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363276.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363277.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363278.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363279.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363281.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363282.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363283.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363285.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363286.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363287.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363289.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363291.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363297.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363299.fna,R,R,R,I,R,S,R,60,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363301.fna,R,R,R,R,R,R,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363303.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363307.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363308.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363310.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363311.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363313.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363314.fna,R,R,R,R,R,R,R,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363315.fna,R,S,S,I,S,R,S,87,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363316.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363326.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363328.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363330.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363331.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363339.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363342.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363345.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1363348.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1448877.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1448884.fna,S,R,R,I,R,S,R,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514699.fna,R,R,R,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514700.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514713.fna,R,R,R,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514719.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514721.fna,R,R,R,I,R,S,I,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514723.fna,S,R,S,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514724.fna,R,R,R,I,R,S,I,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514740.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514742.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514746.fna,R,S,S,S,S,R,S,165,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514750.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1514768.fna,R,R,R,I,R,S,I,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521518.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521524.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521525.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521526.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521527.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521559.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521560.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521569.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521571.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521576.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521578.fna,S,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521581.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521586.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521589.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521594.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1521597.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525263.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525265.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525267.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525269.fna,R,R,R,I,R,S,I,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525270.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525272.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525275.fna,R,R,R,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1525277.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528470.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528471.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528472.fna,R,R,R,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528473.fna,R,R,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528478.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528479.fna,S,S,S,S,S,S,S,41,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528480.fna,S,S,S,S,S,S,S,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528481.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528483.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528486.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528487.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528488.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528493.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528494.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528495.fna,R,S,S,S,S,R,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528505.fna,S,S,S,S,S,S,S,157,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528506.fna,S,S,S,S,S,S,S,157,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528507.fna,S,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528508.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528511.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528512.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528516.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528520.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528521.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528524.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528525.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528526.fna,S,R,R,R,R,S,I,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528529.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528530.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528531.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528535.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1528536.fna,S,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534819.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534823.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534824.fna,S,S,S,S,S,S,S,136,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534841.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534876.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534878.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534879.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534880.fna,S,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534881.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534885.fna,S,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534888.fna,S,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534892.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534896.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534903.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534908.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1534912.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544144.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544145.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544152.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544161.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544168.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544174.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544176.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544177.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544182.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544192.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544198.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544207.fna,R,R,S,S,S,R,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544208.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544213.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544229.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544231.fna,R,R,R,R,R,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544237.fna,I,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544238.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544239.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544246.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544250.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544283.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544295.fna,R,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544299.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544305.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544306.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544319.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544325.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544334.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544347.fna,R,R,R,R,R,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544370.fna,R,R,R,R,R,S,I,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544371.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544372.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544384.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544391.fna,S,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544392.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544414.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544415.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544418.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544424.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544425.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1544433.fna,R,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553734.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553748.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553749.fna,I,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553754.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553755.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553768.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553769.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553777.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553781.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553786.fna,S,R,R,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553789.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553799.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553809.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553817.fna,R,R,I,S,S,R,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553831.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553836.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553842.fna,R,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553843.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553846.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553886.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1553905.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556064.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556065.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556071.fna,R,R,R,I,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556074.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556078.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556084.fna,S,R,R,R,R,S,I,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556085.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556088.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556095.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556097.fna,R,R,I,I,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556103.fna,I,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556105.fna,R,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556107.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556115.fna,R,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556116.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556117.fna,S,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556931.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556946.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556947.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556959.fna,R,R,R,R,R,S,R,107,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556964.fna,R,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556965.fna,S,S,S,S,S,S,S,114,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556968.fna,S,S,S,S,S,S,S,17,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556973.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556980.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556982.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556983.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556988.fna,S,S,S,S,S,S,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1556997.fna,S,R,R,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1557002.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1557007.fna,S,S,S,S,S,S,S,45,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562578.fna,R,R,R,I,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562579.fna,S,R,S,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562580.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562586.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562587.fna,S,R,S,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562593.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562598.fna,R,S,S,S,S,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562599.fna,I,R,S,S,S,R,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562601.fna,R,R,R,R,R,S,R,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562607.fna,I,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562608.fna,R,R,R,R,R,S,R,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562633.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562638.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562639.fna,S,R,S,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562658.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562659.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1562660.fna,S,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573561.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573562.fna,R,R,R,R,R,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573563.fna,S,R,R,R,R,S,R,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573564.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573566.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573567.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573568.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573569.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573571.fna,S,S,S,S,S,S,S,150,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573572.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573573.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573574.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573575.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573576.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1573577.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574255.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574259.fna,R,R,I,S,S,S,S,115,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574261.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574265.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574278.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574279.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574281.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574288.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574289.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574295.fna,S,S,S,S,S,R,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574310.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574311.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1574314.fna,R,R,S,S,S,R,S,5,train
