Species,Project Number,Database,ID,Link,Study DOI
Escherichia coli,Not available,PACTRIC,562.22629,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22630,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22631,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22632,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22633,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22634,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22635,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22636,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22637,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22638,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22639,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22640,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22641,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22642,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22643,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22644,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22645,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22646,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22647,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22648,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22649,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22650,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22651,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22652,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22653,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22654,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22655,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22656,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22657,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22658,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22659,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22660,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22661,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22662,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22663,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22664,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22665,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22666,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22667,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22668,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22669,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22670,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22671,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22672,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22673,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22674,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22675,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22676,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22677,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22678,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22679,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22680,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22681,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22682,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22683,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22684,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22685,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22686,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22687,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22688,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22690,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22691,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22692,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22693,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22694,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22695,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22696,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22697,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22698,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22699,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22700,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22701,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22702,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22703,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22704,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22705,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22706,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22707,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22708,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22709,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22710,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22711,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22712,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22713,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22714,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22715,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22716,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22717,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22718,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22719,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22720,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22721,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22722,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22723,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22724,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22725,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22726,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22727,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22728,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22729,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22730,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22731,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22732,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22733,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22734,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22735,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22736,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22737,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22738,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22740,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22741,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22742,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22743,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22744,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22745,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22746,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22747,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22748,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22749,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22750,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22751,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22752,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22753,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22754,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22755,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22756,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22757,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22758,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22759,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22760,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22761,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22762,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22763,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22764,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22765,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22766,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22767,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22768,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22769,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22770,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
Escherichia coli,Not available,PACTRIC,562.22771,https://www.patricbrc.org/,https://doi.org/10.1128/msystems.00913-20
